community_id,community_name,url,district,township,address,longitude,latitude,age,developer,property_company,property_type,property_fee,total_construction_area,volume_rate,total_houses,parking_space,green_rate,greet,comfort,traffic_score,metro_station_num,bus_station_num,hospital_score,level_three_num,level_two_num,level_one_num,level_comm_num,school_score,nursery_num,junior_num,middle_num,commerce_score,restaurant_num,bank_num,supermarket_num,average_price
1933,阳泉路345弄小区,https://shanghai.anjuke.com/community/view/1933/,闸北,彭浦,阳泉路345弄,31.31836441,121.4691874,1990,其它,业主自管,公寓,0.55,15838.5,1.2,280.0,250.0,38.0,9.0,8.0,6.0,0.0,17.0,8.0,4.0,7.0,11.0,194.0,9.0,10.0,8.0,5.0,8.0,274.0,37.0,124.0,54750
1934,阳曲路350弄,https://shanghai.anjuke.com/community/view/1934/,闸北,彭浦,阳曲路350弄,31.31848347,121.4680946,1990,其它,上海北安物业管理有限公司,公寓,0.55,16000.0,1.8,126.0,150.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,55004
2064,共和新路4555弄小区,https://shanghai.anjuke.com/community/view/2064/,闸北,彭浦,共和新路4555弄,31.32219311,121.4556928,1991,彭浦房地产开发有限公司,上海通力物业管理有限公司,公寓,0.6,180000.0,1.8,720.0,150.0,25.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54903
2108,永和教师苑,https://shanghai.anjuke.com/community/view/2108/,闸北,彭浦,原平路918弄,31.30154151,121.438207,1996,其它,上海科瑞物业管理发展有限公司,公寓,0.55,2200.0,1.68,164.0,253.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52809
2109,永和东村,https://shanghai.anjuke.com/community/view/2109/,闸北,彭浦,原平路758弄,31.2982575,121.4387453,1999,大华集团,其它,公寓,0.55,18177.0,1.8,480.0,150.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50311
2112,紫金兰花苑,https://shanghai.anjuke.com/community/view/2112/,闸北,彭浦,共和新路4618弄,31.3290029,121.4595932,2000,其它,其它,公寓,1.0,5000.0,1.2,646.0,254.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,57128
2139,临汾路1244弄小区,https://shanghai.anjuke.com/community/view/2139/,闸北,彭浦,临汾路1244弄,31.31706964,121.4489909,1995,其它,其它,公寓,0.3,6000.0,1.8,434.0,126.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50046
2142,曲沃路321弄小区,https://shanghai.anjuke.com/community/view/2142/,闸北,彭浦,曲沃路321弄,31.31765271,121.4490184,1998,其它,其它,公寓,1.5,7800.0,1.5,612.0,110.0,20.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54018
2143,曲沃小区,https://shanghai.anjuke.com/community/view/2143/,闸北,彭浦,曲沃路430弄,31.31942925,121.45214140000002,1999,其它,上海北安物业管理有限公司,公寓,1.5,86000.0,1.8,600.0,300.0,45.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54063
2144,星纪花苑,https://shanghai.anjuke.com/community/view/2144/,闸北,彭浦,共和新路4470弄,31.32072176,121.4533967,1996,上海中星（集团）有限公司,其它,公寓,0.7,35000.0,2.7,832.0,60.0,35.0,10.0,7.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,286.0,59.0,155.0,51312
2152,保德路373弄,https://shanghai.anjuke.com/community/view/2152/,闸北,彭浦,保德路373弄,31.32361514,121.4659222,1992,其它,其它,老公房,0.55,24047.0,1.57,250.0,58.0,22.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45038
2155,保德路1213弄小区,https://shanghai.anjuke.com/community/view/2155/,闸北,彭浦,保德路1213弄,31.31950036,121.44930929999998,1996,其它,其它,公寓,0.35,18453.0,1.5,252.0,103.0,20.0,8.0,7.0,10.0,0.0,0.0,6.0,2.0,3.0,9.0,192.0,9.0,0.0,0.0,0.0,8.0,319.0,48.0,133.0,46666
2156,临汾路1320弄,https://shanghai.anjuke.com/community/view/2156/,闸北,彭浦,三泉路821弄,31.32238386,121.4454772,1996,北方集团,上海北安物业管理有限公司,公寓,0.55,15838.5,1.6,196.0,164.0,38.0,9.0,9.0,9.0,0.0,0.0,5.0,1.0,3.0,8.0,187.0,8.0,0.0,0.0,0.0,8.0,339.0,41.0,120.0,50939
2158,三泉公寓,https://shanghai.anjuke.com/community/view/2158/,闸北,彭浦,三泉路717弄,31.32522487,121.4448902,2000,其它,其它,公寓,0.6,90000.0,1.5,700.0,560.0,42.0,10.0,10.0,9.0,0.0,0.0,6.0,1.0,3.0,8.0,185.0,8.0,0.0,0.0,0.0,6.0,334.0,44.0,122.0,56944
2170,兴泉小区,https://shanghai.anjuke.com/community/view/2170/,闸北,彭浦,三泉路821弄,31.32238386,121.4454772,1996,北方集团,上海北安物业管理有限公司,公寓,0.55,9200.0,1.6,1080.0,70.0,38.0,10.0,9.0,9.0,0.0,0.0,5.0,1.0,3.0,8.0,187.0,8.0,0.0,0.0,0.0,8.0,339.0,41.0,120.0,47025
2174,民族花苑,https://shanghai.anjuke.com/community/view/2174/,闸北,彭浦,长临路199号,31.32130908,121.4444375,1995,其它,其它,公寓,0.55,38000.0,2.0,360.0,200.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,49862
2178,康泉公寓,https://shanghai.anjuke.com/community/view/2178/,闸北,彭浦,三泉路770弄,31.32172797,121.4479227,1995,其它,其它,公寓,1.12,12000.0,1.7,240.0,156.0,37.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52691
2231,场中小区,https://shanghai.anjuke.com/community/view/2231/,闸北,彭浦,场中路2107弄,31.3128922,121.4573265,1995,其它,其它,公寓,0.4,10000.0,2.2,144.0,12.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52767
2232,岭南路15弄小区,https://shanghai.anjuke.com/community/view/2232/,闸北,彭浦,岭南路15弄,31.31295048,121.4626456,2001,北方企业（集团）有限公司,北安物业管理有限公司,公寓,0.8,5000.0,1.8,120.0,40.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50113
2234,南岭小区,https://shanghai.anjuke.com/community/view/2234/,闸北,彭浦,岭南路50弄,31.31289555,121.46214270000002,1990,北方企业（集团）有限公司,北安物业管理有限公司,公寓,0.5,15838.5,1.8,800.0,160.0,20.0,9.0,6.0,7.0,0.0,0.0,8.0,4.0,7.0,11.0,199.0,9.0,10.0,7.0,5.0,10.0,326.0,37.0,104.0,54778
2235,阳曲路50弄小区,https://shanghai.anjuke.com/community/view/2235/,闸北,彭浦,阳曲路50弄,31.31266058,121.4682986,1988,北方企业（集团）有限公司,其它,公寓,0.55,10546.0,1.8,900.0,220.0,35.0,9.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,109.0,51045
2236,闻喜路251弄小区,https://shanghai.anjuke.com/community/view/2236/,闸北,彭浦,闻喜路251弄,31.31338357,121.4677256,1987,北方集团,上海北安物业管理有限公司,公寓,0.45,6000.0,1.5,144.0,25.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54532
2237,闻喜路255弄小区,https://shanghai.anjuke.com/community/view/2237/,闸北,彭浦,闻喜路255弄,31.31371887,121.4676535,1986,其它,北安物业管理有限公司,公寓,0.55,15838.5,1.8,600.0,150.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,57226
2239,闻喜路1223弄小区,https://shanghai.anjuke.com/community/view/2239/,闸北,彭浦,闻喜路1223弄,31.31273169,121.448572,1992,其它,其它,公寓,0.55,89200.0,1.8,1700.0,186.0,38.0,10.0,7.0,10.0,0.0,23.0,7.0,4.0,4.0,10.0,199.0,9.0,12.0,6.0,5.0,7.0,324.0,29.0,94.0,55169
2242,岭南路236弄,https://shanghai.anjuke.com/community/view/2242/,闸北,彭浦,岭南路270弄,31.31596211,121.4619354,1986,其它,上海彭浦物业管理公司,公寓,0.9,6800.0,1.5,220.0,80.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54962
2262,和新小区,https://shanghai.anjuke.com/community/view/2262/,闸北,彭浦,临汾路777号,31.31649206,121.4582581,1999,彭浦房地产开发有限公司,北安物业,公寓,0.55,10000.0,1.8,2800.0,1000.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,42900
2263,康平小区,https://shanghai.anjuke.com/community/view/2263/,闸北,彭浦,临汾路894弄,31.31815523,121.4564357,1987,北方集团,上海北安物业管理有限公司,公寓,0.9,136000.0,1.8,800.0,36.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,57023
2264,曲沃世纪小区,https://shanghai.anjuke.com/community/view/2264/,闸北,彭浦,曲沃路79弄,31.31284327,121.4512745,2015,其它,其它,公寓,0.6,3700.0,1.8,480.0,98.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,56888
2265,三泉路332弄小区,https://shanghai.anjuke.com/community/view/2265/,闸北,彭浦,三泉路332弄,31.31275526,121.4482939,1992,其它,其它,公寓,0.55,13000.0,1.5,480.0,120.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50216
2266,临汾小区,https://shanghai.anjuke.com/community/view/2266/,闸北,彭浦,临汾路375弄1-22号,31.316137899999994,121.4653789,1988,北方集团,上海北安物业管理有限公司,公寓,0.5,15838.5,2.2,240.0,164.0,30.0,9.0,5.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,40.0,121.0,48423
2267,曲沃路255弄小区,https://shanghai.anjuke.com/community/view/2267/,闸北,彭浦,曲沃路255弄,31.31653562,121.4511605,1994,其它,北安物业管理有限公司,公寓,0.35,1500.0,1.8,164.0,150.0,20.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,51379
2268,临汾路1051弄,https://shanghai.anjuke.com/community/view/2268/,闸北,彭浦,临汾路1051弄,31.31654323,121.4526743,1985,上海北方企业（集团）有限公司,上海北安物业管理有限公司,公寓,1.2,5000.0,2.0,486.0,300.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,59065
2269,闻喜路1000弄小区,https://shanghai.anjuke.com/community/view/2269/,闸北,彭浦,闻喜路1000弄,31.31493818,121.4534235,1984,北方集团,北安物业,公寓,0.65,10000.0,2.2,240.0,212.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,57261
2271,闻喜小区,https://shanghai.anjuke.com/community/view/2271/,闸北,彭浦,场中路2251弄,31.31250893,121.45308590000002,1986,其它,上海北安物业管理有限公司,公寓,0.5,10000.0,1.8,2000.0,900.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,53205
2272,曲沃路35弄小区,https://shanghai.anjuke.com/community/view/2272/,闸北,彭浦,曲沃路35弄,31.31281743,121.4512395,1994,其它,北安物业,公寓,0.35,112670.0,1.3,168.0,168.0,25.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52402
2279,场中路2601弄,https://shanghai.anjuke.com/community/view/2279/,闸北,彭浦,场中路2601弄1-40号,31.31187987,121.4465608,2014,彭浦房地产开发有限公司,上海北安物业管理有限公司,公寓,0.45,50500.0,3.0,720.0,150.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50134
2280,彭豪公寓,https://shanghai.anjuke.com/community/view/2280/,闸北,彭浦,临汾路1513弄1-68号,31.31610476,121.4463442,2005,其它,其它,公寓,1.3,1057.0,2.1,324.0,253.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52422
2281,临汾路1515弄小区,https://shanghai.anjuke.com/community/view/2281/,闸北,彭浦,临汾路1515弄,31.31529165,121.444428,1996,其它,上海北安物业管理有限公司,公寓,1.3,7500.0,1.4,980.0,80.0,23.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,51314
2348,永泉公寓,https://shanghai.anjuke.com/community/view/2348/,闸北,彭浦,场中路2850弄,31.30802623,121.4464802,2002,其它,上海彭浦物业管理公司,公寓,1.25,15838.5,1.8,290.0,185.0,40.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52743
2369,屹立公寓,https://shanghai.anjuke.com/community/view/2369/,闸北,彭浦,共和新路5216号,31.32107142,121.4520058,1999,上海庙行房地产开发经营公司,其它,公寓,1.25,16200.0,1.8,324.0,246.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,53217
2403,星阳苑,https://shanghai.anjuke.com/community/view/2403/,闸北,彭浦,保德路258弄,31.32434928,121.4677307,1996,上海中星（集团）有限公司,上海中星集团申城物业有限公司,公寓,0.6,15838.5,2.5,150.0,150.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,55779
242375,保德路662弄,https://shanghai.anjuke.com/community/view/242375/,闸北,彭浦,保德路662弄1-14号,31.32351033,121.4608719,1993,其它,上海通力物业管理有限公司,公寓,0.68,15838.5,2.3,220.0,200.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,45614
244414,临汾路1041号小区,https://shanghai.anjuke.com/community/view/244414/,闸北,彭浦,临汾路1041号,31.31684605,121.45290420000002,1992,其它,其它,公寓,0.55,15838.5,1.8,24.0,150.0,20.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54347
244509,平保小区,https://shanghai.anjuke.com/community/view/244509/,闸北,彭浦,保德路662弄1-14号,31.32351033,121.4608719,1993,其它,上海通力物业管理有限公司,公寓,0.68,15838.5,2.3,360.0,150.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,55787
244555,曲沃路187号,https://shanghai.anjuke.com/community/view/244555/,闸北,彭浦,临汾路1105弄,31.31674885,121.4506711,1992,其它,北安物业,公寓,0.45,15838.5,2.2,1.0,150.0,38.0,6.0,7.0,10.0,0.0,0.0,7.0,3.0,5.0,10.0,197.0,10.0,0.0,0.0,0.0,10.0,340.0,38.0,122.0,47567
244629,闻喜路707号,https://shanghai.anjuke.com/community/view/244629/,闸北,彭浦,闻喜路707号,31.31453038,121.46022279999998,1994,其它,北安物业,老公房,0.55,15838.5,2.01,21.0,150.0,15.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50251
2509,彭浦家园,https://shanghai.anjuke.com/community/view/2509/,闸北,彭浦,保德路1111号,31.32004550000001,121.45070619999998,2001,其它,其它,公寓,1.2,10016.0,1.5,360.0,200.0,45.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,56088
2514,彭豪公寓,https://shanghai.anjuke.com/community/view/2514/,闸北,彭浦,临汾路1513弄1-68号,31.31610476,121.4463442,2005,其它,其它,公寓,1.3,8400.0,2.1,84.0,20.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50479
2527,绿泉家苑,https://shanghai.anjuke.com/community/view/2527/,闸北,彭浦,场中路2268弄1-2号,31.31138367,121.4522788,2005,其它,上海彭浦物业管理公司,公寓,1.5,100000.0,2.5,85.0,20.0,20.0,8.0,7.0,7.0,0.0,0.0,7.0,4.0,5.0,11.0,201.0,0.0,0.0,0.0,0.0,9.0,370.0,37.0,88.0,56043
2529,绿泉公寓,https://shanghai.anjuke.com/community/view/2529/,闸北,彭浦,三泉路333号,31.31283681,121.4471236,2001,其它,其它,公寓,0.9,140000.0,1.8,192.0,300.0,40.0,9.0,8.0,6.0,1.0,0.0,7.0,4.0,4.0,9.0,194.0,0.0,0.0,0.0,0.0,7.0,283.0,24.0,86.0,53154
2530,绿福公寓东区,https://shanghai.anjuke.com/community/view/2530/,闸北,彭浦,场中路3220弄,31.30895457,121.4417326,2004,其它,其它,公寓,1.48,20000.0,1.94,205.0,121.0,54.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50095
2567,场中路2471弄小区,https://shanghai.anjuke.com/community/view/2567/,闸北,彭浦,场中路2471弄,31.31193399,121.4495361,1992,其它,上海北安物业管理有限公司,公寓,0.6,12000.0,1.5,282.0,128.0,29.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50719
2568,北安小区,https://shanghai.anjuke.com/community/view/2568/,闸北,彭浦,场中路2401弄,31.31298769,121.4502585,1989,彭浦房地产开发有限公司,上海彭浦物业管理公司,公寓,1.2,7500.0,1.6,100.0,50.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54220
259498,幸福公寓(闸北),https://shanghai.anjuke.com/community/view/259498/,闸北,彭浦,场中路2950弄1-80号,31.30994997,121.4446228,2000,其它,其它,公寓,0.45,5210.0,1.2,1496.0,150.0,20.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50813
259585,盛世馨园,https://shanghai.anjuke.com/community/view/259585/,闸北,彭浦,交城路386弄1-47号,31.29894627,121.4319107,2005,其它,其它,公寓,0.74,200000.0,1.6,320.0,30.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52778
2648,北杰公寓,https://shanghai.anjuke.com/community/view/2648/,闸北,彭浦,场中路2765弄1-17号,31.31210493,121.4463939,2000,其它,其它,公寓,0.7,26000.0,1.8,260.0,142.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,59004
266825,和源名城,https://shanghai.anjuke.com/community/view/266825/,闸北,彭浦,江杨南路466弄1-23号,31.3229709,121.4729637,2011,其它,上海北安物业管理有限公司,公寓,1.29,60000.0,2.2,942.0,500.0,30.0,10.0,9.0,5.0,0.0,7.0,8.0,3.0,7.0,10.0,183.0,8.0,9.0,6.0,4.0,7.0,236.0,27.0,60.0,57850
2671,岭南公寓,https://shanghai.anjuke.com/community/view/2671/,闸北,彭浦,保德路525弄1-25号,31.32248469,121.4638828,1998,彭浦房地产开发有限公司,上海彭浦物业管理公司,公寓,1.12,30720.0,2.2,384.0,265.0,38.0,9.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,190.0,0.0,0.0,0.0,0.0,6.0,0.0,57.0,143.0,53061
269288,阳泉小苑,https://shanghai.anjuke.com/community/view/269288/,闸北,彭浦,阳泉路40弄,31.31291435,121.469457,1996,其它,上海北安物业管理有限公司,公寓,0.8,16000.0,1.8,360.0,150.0,35.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,109.0,48181
2745,康德公寓,https://shanghai.anjuke.com/community/view/2745/,闸北,彭浦,共和新路4828弄,31.3258456,121.4521978,2000,其它,其它,公寓,1.5,22000.0,1.2,680.0,18.0,41.0,9.0,10.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,297.0,60.0,143.0,52896
2932,幸福第二公寓,https://shanghai.anjuke.com/community/view/2932/,闸北,彭浦,场中路2950弄,31.31028611,121.444667,2000,其它,其它,公寓,0.45,80000.0,1.2,560.0,700.0,20.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,54854
2951,闸北场中公寓,https://shanghai.anjuke.com/community/view/2951/,闸北,彭浦,场中路2800弄,31.31098519,121.4474223,1996,彭浦房地产开发有限公司,其它,公寓,0.45,3500.0,1.8,280.0,164.0,38.0,9.0,7.0,6.0,1.0,0.0,0.0,4.0,4.0,11.0,197.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,81.0,52158
313538,保德路871号,https://shanghai.anjuke.com/community/view/313538/,闸北,彭浦,保德路891弄,31.32096081,121.455462,1991,上海北方企业（集团）有限公司,上海北安物业管理有限公司,公寓,0.55,25000.0,1.8,24.0,71.0,38.0,7.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45130
315828,汾西路611号,https://shanghai.anjuke.com/community/view/315828/,闸北,彭浦,汾西路671弄1-3号,31.31813638,121.4605265,1988,北方企业（集团）有限公司,其它,公寓,0.46,1230.0,1.85,300.0,150.0,30.0,8.0,6.0,5.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,51.0,0.0,55813
316176,保德路881号,https://shanghai.anjuke.com/community/view/316176/,闸北,彭浦,保德路891弄,31.32096081,121.455462,1991,上海北方企业（集团）有限公司,上海北安物业管理有限公司,公寓,0.55,25000.0,1.8,24.0,71.0,38.0,7.0,7.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,445.0,55.0,0.0,37930
316721,临汾路307号,https://shanghai.anjuke.com/community/view/316721/,闸北,彭浦,临汾路299弄,31.31670453,121.4674793,2002,上海北方企业（集团）有限公司,上海北安物业管理有限公司,公寓,0.8,8900.0,2.4,24.0,150.0,26.0,7.0,7.0,6.0,0.0,4.0,8.0,4.0,7.0,11.0,195.0,9.0,11.0,10.0,5.0,9.0,302.0,38.0,120.0,42296
3413,共康四村,https://shanghai.anjuke.com/community/view/3413/,闸北,彭浦,长临路380弄,31.32450343,121.4431146,1992,其它,其它,公寓,0.6,30000.0,1.8,1800.0,300.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50291
3416,共康三村,https://shanghai.anjuke.com/community/view/3416/,闸北,彭浦,长临路200弄,31.3202631,121.4433482,1996,其它,其它,公寓,0.64,20000.0,1.5,1500.0,150.0,35.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,50696
3422,保德路425弄,https://shanghai.anjuke.com/community/view/3422/,闸北,彭浦,保德路425弄,31.32020808,121.4653063,1990,北方集团,上海北安物业管理有限公司,公寓,0.55,10446.0,1.8,346.0,246.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,49364
3425,保平小区,https://shanghai.anjuke.com/community/view/3425/,闸北,彭浦,保德路831弄,31.32120703,121.4580037,1994,其它,其它,公寓,0.55,15838.5,2.2,240.0,185.0,38.0,10.0,7.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,447.0,53.0,0.0,59003
3462,临汾路1565弄小区,https://shanghai.anjuke.com/community/view/3462/,闸北,彭浦,临汾路1565弄,31.31636503,121.4440321,1995,其它,其它,公寓,0.4,8000.0,1.8,1152.0,225.0,25.0,10.0,5.0,7.0,0.0,25.0,7.0,3.0,3.0,9.0,192.0,8.0,11.0,7.0,5.0,7.0,241.0,20.0,87.0,51426
3465,临汾路1105弄,https://shanghai.anjuke.com/community/view/3465/,闸北,彭浦,临汾路1105弄,31.31674885,121.4506711,1992,其它,北安物业,公寓,0.45,130000.0,2.2,200.0,164.0,38.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,52171
3474,临汾花园,https://shanghai.anjuke.com/community/view/3474/,闸北,彭浦,临汾路135弄,31.31662397,121.4710817,2003,其它,其它,公寓,1.45,60000.0,1.8,2000.0,47.0,30.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,4.0,9.0,187.0,7.0,0.0,0.0,0.0,8.0,291.0,40.0,102.5,58027
372787,闻喜路275号,https://shanghai.anjuke.com/community/view/372787/,闸北,彭浦,闻喜路251弄,31.31338357,121.4677256,1987,北方集团,上海北安物业管理有限公司,公寓,0.45,1000.0,1.5,24.0,10.0,30.0,6.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,38933
376256,景风路403弄,https://shanghai.anjuke.com/community/view/376256/,闸北,彭浦,保德路450弄,31.32458743,121.4657966,1993,其它,上海申安物业管理有限公司,公寓,0.55,15838.5,1.8,360.0,150.0,38.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48543
